,tx_id,is_fraudulent
49405,12745521,f
49406,12745522,f
49407,12745523,f
49408,12745525,f
49409,12745531,f
49410,12745534,f
49411,12745535,f
49412,12745537,f
49413,12745546,f
49414,12745550,f
49415,12745556,f
49416,12745557,f
49417,12745558,f
49418,12745560,f
49419,12745564,f
49420,12745566,f
49421,12745570,f
49422,12745572,f
49423,12745575,f
49424,12745592,f
49425,12745593,f
49426,12745602,f
49427,12745604,f
49428,12745609,f
49429,12745613,f
49430,12745614,f
49431,12745615,f
49432,12745616,f
49433,12745620,f
49434,12745622,f
49435,12745624,f
49436,12745631,f
49437,12745633,f
49438,12745634,f
49439,12745643,f
49440,12745648,f
49441,12745652,f
49442,12745654,f
49443,12745655,f
49444,12745656,f
49445,12745661,f
49446,12745665,f
49447,12745666,f
49448,12745689,f
49449,12745690,f
49450,12745693,f
49451,12745697,f
49452,12745702,f
49453,12745707,f
49454,12745715,f
49455,12745718,f
49456,12745719,f
49457,12745725,f
49458,12745729,f
49459,12745735,f
49460,12745742,f
49461,12745749,f
49462,12745748,f
49463,12745752,f
49464,12745756,f
49465,12745758,f
49466,12745761,f
49467,12745762,f
49468,12745763,f
49469,12745766,f
49470,12745772,f
49471,12745773,f
49472,12745776,f
49473,12745777,f
49474,12745779,f
49475,12745785,f
49476,12745789,f
49477,12745790,f
49478,12745791,f
49479,12745793,f
49480,12745799,f
49481,12745802,f
49482,12745804,f
49483,12745808,f
49484,12745811,f
49485,12745825,f
49486,12745827,f
49487,12745832,f
49488,12745833,f
49489,12745839,f
49490,12745840,f
49491,12745841,f
49492,12745842,f
49493,12745844,f
49494,12745845,f
49495,12745846,f
49496,12745849,f
49497,12745855,f
49498,12745858,f
49499,12745860,f
49500,12745869,f
49501,12745871,f
49502,12745874,f
49503,12745878,f
49504,12745880,f
49505,12745882,f
49506,12745889,f
49507,12745890,f
49508,12745892,f
49509,12745894,f
49510,12745896,f
49511,12745897,f
49512,12745899,f
49513,12745901,f
49514,12745906,f
49515,12745914,f
49516,12745915,f
49517,12745918,f
49518,12745926,f
49519,12745933,f
49520,12745935,f
49521,12745936,f
49522,12745937,f
49523,12745938,f
49524,12745941,f
49525,12745945,f
49526,12745946,f
49527,12745948,f
49528,12745951,f
49529,12745953,f
49530,12745954,f
49531,12745958,f
49532,12745963,f
49533,12745964,f
49534,12745967,f
49535,12745979,f
49536,12745980,f
49537,12745984,f
49538,12745985,f
49539,12745986,f
49540,12745998,f
49541,12746001,f
49542,12746003,f
49543,12746007,f
49544,12746009,f
49545,12746014,f
49546,12746021,f
49547,12746023,f
49548,12746025,f
49549,12746026,f
49550,12746037,f
49551,12746039,f
49552,12746045,f
49553,12746051,f
49554,12746052,f
49555,12746058,f
49556,12746059,f
49557,12746063,f
49558,12746067,f
49559,12746069,f
49560,12746071,f
49561,12746072,f
49562,12746074,f
49563,12746076,f
49564,12746077,f
49565,12746081,f
49566,12746083,f
49567,12746087,f
49568,12746091,f
49569,12746093,f
49570,12746095,f
49571,12746098,f
49572,12746103,f
49573,12746104,f
49574,12746109,f
49575,12746112,f
49576,12746122,f
49577,12746127,f
49578,12746135,f
49579,12746136,f
49580,12746139,f
49581,12746140,f
49582,12746141,f
49583,12746146,f
49584,12746147,f
49585,12746149,f
49586,12746153,f
49587,12746155,f
49588,12746160,f
49589,12746164,f
49590,12746167,f
49591,12746169,f
49592,12746172,f
49593,12746173,f
49594,12746175,f
49595,12746179,f
49596,12746184,f
49597,12746190,f
49598,12746195,f
49599,12746196,f
49600,12746197,f
49601,12746202,f
49602,12746204,f
49603,12746214,f
49604,12746218,f
49605,12746221,f
49606,12746225,f
49607,12746229,f
49608,12746232,f
49609,12746241,f
49610,12746249,f
49611,12746250,f
49612,12746252,f
49613,12746253,f
49614,12746262,f
49615,12746263,f
49616,12746268,f
49617,12746273,f
49618,12746274,f
49619,12746276,f
49620,12746277,f
49621,12746280,f
49622,12746289,f
49623,12746291,f
49624,12746296,f
49625,12746297,f
49626,12746298,f
49627,12746308,f
49628,12746310,f
49629,12746312,f
49630,12746313,f
49631,12746315,f
49632,12746316,f
49633,12746323,f
49634,12746327,f
49635,12746329,f
49636,12746331,f
49637,12746339,f
49638,12746340,f
49639,12746342,f
49640,12746344,f
49641,12746349,f
49642,12746350,f
49643,12746354,f
49644,12746360,f
49645,12746361,f
49646,12746365,f
49647,12746366,f
49648,12746371,f
49649,12746373,f
49650,12746377,f
49651,12746381,f
49652,12746382,f
49653,12746383,f
49654,12746384,f
49655,12746391,f
49656,12746393,f
49657,12746397,f
49658,12746400,f
49659,12746404,f
49660,12746405,f
49661,12746414,f
49662,12746417,f
49663,12746431,f
49664,12746432,f
49665,12746438,f
49666,12746440,f
49667,12746447,f
49668,12746448,f
49669,12746449,f
49670,12746455,f
49671,12746457,f
49672,12746461,f
49673,12746468,f
49674,12746473,f
49675,12746475,f
49676,12746480,f
49677,12746485,f
49678,12746488,f
49679,12746489,f
49680,12746491,f
49681,12746494,f
49682,12746495,f
49683,12746496,f
49684,12746497,f
49685,12746498,f
49686,12746499,f
49687,12746500,f
49688,12746507,f
49689,12746509,f
49690,12746514,f
49691,12746515,f
49692,12746522,f
49693,12746534,f
49694,12746537,f
49695,12746538,f
49696,12746540,f
49697,12746543,f
49698,12746551,f
49699,12746553,f
49700,12746557,f
49701,12746561,f
49702,12746562,f
49703,12746564,f
49704,12746566,f
49705,12746567,f
49706,12746568,f
49707,12746569,f
49708,12746574,f
49709,12746575,f
49710,12746579,f
49711,12746584,f
49712,12746585,f
49713,12746586,f
49714,12746591,f
49715,12746592,f
49716,12746594,f
49717,12746596,f
49718,12746600,f
49719,12746602,f
49720,12746604,f
49721,12746612,f
49722,12746618,f
49723,12746622,f
49724,12746628,f
49725,12746630,f
49726,12746633,f
49727,12746634,f
49728,12746636,f
49729,12746637,f
49730,12746639,f
49731,12746642,f
49732,12746646,f
49733,12746650,f
49734,12746651,f
49735,12746652,f
49736,12746659,f
49737,12746665,f
49738,12746666,f
49739,12746670,f
49740,12746671,f
49741,12746682,f
49742,12746685,f
49743,12746689,f
49744,12746694,f
49745,12746696,f
49746,12746697,f
49747,12746700,f
49748,12746702,f
49749,12746707,f
49750,12746713,f
49751,12746715,f
49752,12746719,f
49753,12746721,f
49754,12746723,f
49755,12746725,f
49756,12746727,f
49757,12746732,f
49758,12746739,f
49759,12746743,f
49760,12746755,f
49761,12746756,f
49762,12746764,f
49763,12746772,f
49764,12746775,f
49765,12746777,f
49766,12746778,f
49767,12746779,f
49768,12746783,f
49769,12746784,f
49770,12746787,f
49771,12746788,f
49772,12746793,f
49773,12746797,f
49774,12746799,f
49775,12746802,f
49776,12746811,f
49777,12746812,f
49778,12746815,f
49779,12746816,f
49780,12746824,f
49781,12746826,f
49782,12746828,f
49783,12746833,f
49784,12746837,f
49785,12746840,f
49786,12746841,f
49787,12746843,f
49788,12746845,f
49789,12746847,f
49790,12746853,f
49791,12746854,f
49792,12746857,f
49793,12746863,f
49794,12746864,f
49795,12746870,f
49796,12746884,f
49797,12746886,f
49798,12746896,f
49799,12746904,f
49800,12746909,f
49801,12746913,f
49802,12746916,f
49803,12746921,f
49804,12746924,f
49805,12746939,f
49806,12746941,f
49807,12746943,f
49808,12746944,f
49809,12746948,f
49810,12746952,f
49811,12746960,f
49812,12746964,f
49813,12746971,f
49814,12746973,f
49815,12746974,f
49816,12746977,f
49817,12746979,f
49818,12746981,f
49819,12746988,f
49820,12746996,f
49821,12746998,f
49822,12747000,f
49823,12747003,f
49824,12747007,f
49825,12747011,f
49826,12747014,f
49827,12747015,f
49828,12747020,f
49829,12747023,f
49830,12747026,f
49831,12747027,f
49832,12747031,f
49833,12747036,f
49834,12747043,f
49835,12747048,f
49836,12747051,f
49837,12747059,f
49838,12747060,f
49839,12747061,f
49840,12747062,f
49841,12747065,f
49842,12747068,f
49843,12747075,f
49844,12747077,f
49845,12747078,f
49846,12747079,f
49847,12747081,f
49848,12747088,f
49849,12747092,f
49850,12747093,f
49851,12747099,f
49852,12747102,f
49853,12747109,f
49854,12747113,f
49855,12747115,f
49856,12747118,f
49857,12747127,f
49858,12747129,f
49859,12747133,f
49860,12747138,f
49861,12747140,f
49862,12747144,f
49863,12747146,f
49864,12747147,f
49865,12747150,f
49866,12747151,f
49867,12747152,f
49868,12747163,f
49869,12747164,f
49870,12747165,f
49871,12747166,f
49872,12747167,f
49873,12747185,f
49874,12747192,f
49875,12747202,f
49876,12747207,f
49877,12747218,f
49878,12747225,f
49879,12747227,f
49880,12747231,f
49881,12747238,f
49882,12747259,f
49883,12747266,f
49884,12747272,f
49885,12747276,f
49886,12747277,f
49887,12747282,f
49888,12747287,f
49889,12747290,f
49890,12747294,f
49891,12747298,f
49892,12747302,f
49893,12747303,f
49894,12747308,f
49895,12747311,f
49896,12747313,f
49897,12747318,f
49898,12747319,f
49899,12747349,f
49900,12747350,f
49901,12747353,f
49902,12747360,f
49903,12747365,f
49904,12747366,f
49905,12747369,f
49906,12747370,f
49907,12747380,f
49908,12747383,f
49909,12747384,f
49910,12747386,f
49911,12747388,f
49912,12747399,f
49913,12747405,f
49914,12747406,f
49915,12747411,f
49916,12747414,f
49917,12747415,f
49918,12747434,f
49919,12747436,f
49920,12747447,f
49921,12747449,f
49922,12747450,f
49923,12747457,f
49924,12747484,f
49925,12747486,f
49926,12747493,f
49927,12747498,f
49928,12747500,f
49929,12747511,f
49930,12747514,f
49931,12747523,f
49932,12747531,f
49933,12747535,f
49934,12747536,f
49935,12747538,f
49936,12747540,f
49937,12747549,f
49938,12747551,f
49939,12747552,f
49940,12747556,f
49941,12747574,f
49942,12747576,f
49943,12747579,f
49944,12747580,f
49945,12747587,f
49946,12747589,f
49947,12747599,f
49948,12747603,f
49949,12747609,f
49950,12747610,f
49951,12747612,f
49952,12747617,f
49953,12747618,f
49954,12747629,f
49955,12747641,f
49956,12747642,f
49957,12747645,f
49958,12747647,f
49959,12747648,f
49960,12747649,f
49961,12747659,f
49962,12747665,f
49963,12747666,f
49964,12747669,f
49965,12747670,f
49966,12747674,f
49967,12747681,f
49968,12747691,f
49969,12747699,f
49970,12747701,f
49971,12747715,f
49972,12747716,f
49973,12747724,f
49974,12747731,f
49975,12747733,f
49976,12747734,f
49977,12747738,f
49978,12747756,f
49979,12747765,f
49980,12747767,f
49981,12747771,f
49982,12747773,f
49983,12747774,f
49984,12747784,f
49985,12747789,f
49986,12747792,f
49987,12747795,f
49988,12747797,f
49989,12747805,f
49990,12747806,f
49991,12747810,f
49992,12747818,f
49993,12747834,f
49994,12747846,f
49995,12747847,f
49996,12747851,f
49997,12747853,f
49998,12747856,f
49999,12747878,f
50000,12747885,f
50001,12747893,f
50002,12747895,f
50003,12747899,f
50004,12747908,f
50005,12747911,f
50006,12747918,f
50007,12747924,f
50008,12747930,f
50009,12747931,f
50010,12747935,f
50011,12747941,f
50012,12747944,f
50013,12747947,f
50014,12747950,f
50015,12747951,f
50016,12747952,f
50017,12747956,f
50018,12747957,f
50019,12747959,f
50020,12747962,f
50021,12747966,f
50022,12747974,f
50023,12747978,f
50024,12747979,f
50025,12747983,f
50026,12747984,f
50027,12747987,f
50028,12747991,f
50029,12747996,f
50030,12748004,f
50031,12748018,f
50032,12748022,f
50033,12748028,f
50034,12748030,f
50035,12748036,f
50036,12748052,f
50037,12748063,f
50038,12748064,f
50039,12748065,f
50040,12748067,f
50041,12748068,f
50042,12748069,f
50043,12748070,f
50044,12748080,f
50045,12748089,f
50046,12748092,f
50047,12748093,f
50048,12748095,f
50049,12748111,f
50050,12748120,f
50051,12748131,f
50052,12748137,f
50053,12748149,f
50054,12748161,f
50055,12748167,f
50056,12748171,f
50057,12748174,f
50058,12748175,f
50059,12748188,f
50060,12748194,f
50061,12748202,f
50062,12748203,f
50063,12748207,f
50064,12748208,f
50065,12748211,f
50066,12748213,f
50067,12748222,f
50068,12748224,f
50069,12748226,f
50070,12748240,f
50071,12748250,f
50072,12748260,f
50073,12748265,f
50074,12748282,f
50075,12748284,f
50076,12748287,f
50077,12748305,f
50078,12748309,f
50079,12748312,f
50080,12748317,f
50081,12748320,f
50082,12748324,f
50083,12748325,f
50084,12748331,f
50085,12748341,f
50086,12748344,f
50087,12748348,f
50088,12748350,f
50089,12748357,f
50090,12748358,f
50091,12748359,f
50092,12748382,f
50093,12748389,f
50094,12748392,f
50095,12748395,f
50096,12748398,f
50097,12748403,f
50098,12748404,f
50099,12748410,f
50100,12748418,f
50101,12748420,f
50102,12748422,f
50103,12748428,f
50104,12748439,f
50105,12748442,f
50106,12748452,f
50107,12748467,f
50108,12748479,f
50109,12748488,f
50110,12748499,f
50111,12748508,f
50112,12748536,f
50113,12748538,f
50114,12748559,f
50115,12748562,f
50116,12748566,f
50117,12748569,f
50118,12748581,f
50119,12748583,f
50120,12748596,f
50121,12748598,f
50122,12748602,f
50123,12748607,f
50124,12748612,f
50125,12748621,f
50126,12748623,f
50127,12748637,f
50128,12748641,f
50129,12748643,f
50130,12748653,f
50131,12748673,f
50132,12748681,f
50133,12748683,f
50134,12748693,f
50135,12748700,f
50136,12748707,f
50137,12748712,f
50138,12748714,f
50139,12748734,f
50140,12748735,f
50141,12748736,f
50142,12748740,f
50143,12748763,f
50144,12748770,f
50145,12748794,f
50146,12748813,f
50147,12748816,f
50148,12748818,f
50149,12748832,f
50150,12748833,f
50151,12748847,f
50152,12748851,f
50153,12748856,f
50154,12748875,f
50155,12748882,f
50156,12748890,f
50157,12748911,f
50158,12748912,f
50159,12748921,f
50160,12748933,f
50161,12748934,f
50162,12748947,f
50163,12748949,f
50164,12748957,f
50165,12748964,f
50166,12748967,f
50167,12748984,f
50168,12748995,f
50169,12748999,f
50170,12749001,f
50171,12749002,f
50172,12749007,f
50173,12749014,f
50174,12749080,f
50175,12749084,f
50176,12749086,f
50177,12749089,f
50178,12749094,f
50179,12749096,f
50180,12749100,f
50181,12749101,f
50182,12749102,f
50183,12749105,f
50184,12749110,f
50185,12749113,f
50186,12749119,f
50187,12749124,f
50188,12749125,f
50189,12749147,f
50190,12749166,f
50191,12749167,f
50192,12749180,f
50193,12749184,f
50194,12749198,f
50195,12749201,f
50196,12749212,f
50197,12749213,f
50198,12749216,f
50199,12749226,f
50200,12749247,f
50201,12749251,f
50202,12749255,f
50203,12749259,f
50204,12749261,f
50205,12749262,f
50206,12749265,f
50207,12749269,f
50208,12749294,f
50209,12749309,f
50210,12749337,t
50211,12749340,f
50212,12749348,f
50213,12749353,f
50214,12749363,f
50215,12749371,f
50216,12749374,f
50217,12749381,f
50218,12749383,f
50219,12749384,f
50220,12749392,f
50221,12749399,f
50222,12749409,f
50223,12749411,f
50224,12749427,f
50225,12749435,f
50226,12749445,f
50227,12749446,f
50228,12749453,f
50229,12749467,f
50230,12749468,f
50231,12749486,f
50232,12749509,f
50233,12749516,t
50234,12749535,f
50235,12749557,f
50236,12749561,f
50237,12749566,f
50238,12749573,f
50239,12749576,f
50240,12749578,f
50241,12749577,f
50242,12749598,f
50243,12749608,f
50244,12749618,f
50245,12749634,f
50246,12749637,f
50247,12749653,f
50248,12749656,f
50249,12749664,f
50250,12749670,f
50251,12749676,f
50252,12749696,f
50253,12749698,f
50254,12749711,f
50255,12749715,f
50256,12749727,f
50257,12749729,f
50258,12749749,f
50259,12749751,f
50260,12749759,f
50261,12749760,f
50262,12749783,f
50263,12749816,f
50264,12749821,f
50265,12749832,f
50266,12749835,f
50267,12749839,f
50268,12749851,f
50269,12749867,f
50270,12749881,f
50271,12749886,f
50272,12749895,f
50273,12749903,f
50274,12749919,f
50275,12749922,f
50276,12749926,f
50277,12749937,f
50278,12749943,f
50279,12749946,f
50280,12749961,f
50281,12749964,f
50282,12749985,f
50283,12750009,f
50284,12750049,f
50285,12750062,f
50286,12750064,f
50287,12750070,f
50288,12750075,f
50289,12750081,f
50290,12750083,f
50291,12750097,f
50292,12750113,f
50293,12750148,f
50294,12750153,f
50295,12750158,f
50296,12750173,f
50297,12750175,f
50298,12750176,f
50299,12750184,f
50300,12750204,f
50301,12750205,f
50302,12750214,f
50303,12750232,f
50304,12750236,f
50305,12750263,f
50306,12750265,f
50307,12750281,f
50308,12750282,f
50309,12750284,f
50310,12750290,f
50311,12750292,f
50312,12750296,f
50313,12750318,f
50314,12750322,f
50315,12750336,f
50316,12750343,f
50317,12750345,f
50318,12750348,f
50319,12750349,f
50320,12750354,f
50321,12750355,f
50322,12750356,f
50323,12750376,f
50324,12750386,f
50325,12750406,f
50326,12750432,f
50327,12750444,f
50328,12750461,f
50329,12750469,f
50330,12750471,f
50331,12750476,f
50332,12750502,f
50333,12750526,f
50334,12750529,f
50335,12750537,f
50336,12750554,f
50337,12750555,f
50338,12750561,f
50339,12750562,f
50340,12750567,f
50341,12750577,f
50342,12750581,f
50343,12750585,f
50344,12750594,f
50345,12750601,f
50346,12750622,f
50347,12750623,f
50348,12750624,f
50349,12750627,f
50350,12750637,f
50351,12750645,f
50352,12750677,f
50353,12750704,f
50354,12750710,f
50355,12750719,f
50356,12750726,f
50357,12750728,f
50358,12750738,f
50359,12750741,f
50360,12750744,f
50361,12750749,f
50362,12750762,f
50363,12750765,f
50364,12750783,f
50365,12750787,f
50366,12750788,f
50367,12750791,f
50368,12750795,f
50369,12750803,f
50370,12750823,f
50371,12750829,f
50372,12750837,f
50373,12750840,f
50374,12750843,f
50375,12750848,f
50376,12750849,f
50377,12750851,f
50378,12750862,f
50379,12750872,f
50380,12750874,f
50381,12750884,f
50382,12750891,f
50383,12750894,f
50384,12750896,f
50385,12750916,f
50386,12750923,f
50387,12750959,f
50388,12750960,f
50389,12750992,f
50390,12750997,f
50391,12751004,f
50392,12751014,f
50393,12751017,f
50394,12751031,f
50395,12751034,f
50396,12751067,f
50397,12751078,f
50398,12751117,f
50399,12751138,f
50400,12751148,f
50401,12751152,f
50402,12751162,f
50403,12751163,f
50404,12751178,f
50405,12751182,f
50406,12751187,f
50407,12751190,f
50408,12751207,f
50409,12751227,f
50410,12751235,f
50411,12751243,f
50412,12751249,f
50413,12751260,f
50414,12751272,f
50415,12751279,f
50416,12751281,f
50417,12751295,f
50418,12751297,f
50419,12751318,f
50420,12751322,f
50421,12751335,f
50422,12751338,f
50423,12751345,f
50424,12751352,f
50425,12751355,f
50426,12751359,f
50427,12751364,f
50428,12751368,f
50429,12751375,f
50430,12751389,f
50431,12751392,f
50432,12751412,f
50433,12751426,f
50434,12751447,f
50435,12751483,f
50436,12751504,f
50437,12751508,f
50438,12751522,f
50439,12751528,f
50440,12751578,f
50441,12751579,f
50442,12751587,f
50443,12751594,f
50444,12751617,f
50445,12751624,f
50446,12751629,f
50447,12751648,f
50448,12751651,f
50449,12751657,f
50450,12751661,f
50451,12751679,f
50452,12751696,f
50453,12751702,f
50454,12751715,f
50455,12751732,f
50456,12751745,f
50457,12751787,f
50458,12751791,f
50459,12751796,f
50460,12751846,f
50461,12751855,f
50462,12751874,f
50463,12751876,f
50464,12751894,f
50465,12751899,f
50466,12751915,f
50467,12751948,f
50468,12751981,f
50469,12751985,f
50470,12751990,f
50471,12752007,f
50472,12752021,f
50473,12752031,f
50474,12752047,f
50475,12752065,f
50476,12752068,f
50477,12752071,f
50478,12752079,f
50479,12752085,f
50480,12752092,f
50481,12752097,f
50482,12752100,f
50483,12752108,f
50484,12752111,f
50485,12752114,f
50486,12752116,f
50487,12752122,f
50488,12752130,f
50489,12752143,f
50490,12752147,f
50491,12752163,f
50492,12752180,f
50493,12752182,f
50494,12752183,f
50495,12752188,f
50496,12752200,f
50497,12752219,f
50498,12752232,f
50499,12752246,f
50500,12752251,f
50501,12752253,f
50502,12752276,f
50503,12752301,f
50504,12752329,t
50505,12752331,f
50506,12752333,f
50507,12752336,f
50508,12752346,f
50509,12752351,f
50510,12752388,f
50511,12752411,f
50512,12752419,f
50513,12752449,f
50514,12752457,f
50515,12752478,f
50516,12752506,f
50517,12752518,f
50518,12752520,f
50519,12752524,f
50520,12752532,f
50521,12752548,f
50522,12752570,f
50523,12752622,f
50524,12752624,f
50525,12752631,f
50526,12752632,f
50527,12752654,f
50528,12752675,f
50529,12752680,f
50530,12752684,f
50531,12752701,f
50532,12752716,f
50533,12752719,f
50534,12752751,f
50535,12752758,f
50536,12752772,f
50537,12752778,f
50538,12752784,f
50539,12752788,f
50540,12752804,f
50541,12752822,f
50542,12752829,f
50543,12752831,f
50544,12752861,f
50545,12752878,f
50546,12752894,f
50547,12752912,f
50548,12752915,f
50549,12752919,f
50550,12752932,f
50551,12752951,f
50552,12752960,f
50553,12752972,f
50554,12752988,f
50555,12752997,f
50556,12753002,f
50557,12753012,f
50558,12753022,f
50559,12753029,f
50560,12753033,f
50561,12753037,f
50562,12753061,f
50563,12753070,f
50564,12753071,f
50565,12753079,f
50566,12753102,f
50567,12753106,f
50568,12753132,f
50569,12753171,f
50570,12753181,f
50571,12753183,f
50572,12753197,f
50573,12753214,f
50574,12753221,f
50575,12753222,f
50576,12753238,f
50577,12753248,f
50578,12753263,f
50579,12753281,f
50580,12753290,f
50581,12753342,f
50582,12753357,f
50583,12753374,f
50584,12753416,f
50585,12753424,f
50586,12753444,f
50587,12753475,f
50588,12753533,f
50589,12753537,f
50590,12753540,f
50591,12753552,f
50592,12753558,f
50593,12753560,f
50594,12753581,f
50595,12753590,f
50596,12753599,f
50597,12753609,f
50598,12753620,f
50599,12753635,f
50600,12753641,f
50601,12753652,f
50602,12753662,f
50603,12753668,f
50604,12753683,f
50605,12753698,f
50606,12753731,f
50607,12753758,f
50608,12753786,f
50609,12753793,f
50610,12753801,f
50611,12753805,f
50612,12753817,f
50613,12753822,f
50614,12753827,f
50615,12753836,f
50616,12753847,f
50617,12753850,f
50618,12753861,f
50619,12753884,f
50620,12753893,f
50621,12753903,f
50622,12753905,f
50623,12753907,f
50624,12753913,f
50625,12753931,f
50626,12753952,f
50627,12753962,f
50628,12753975,f
50629,12753993,f
50630,12754003,f
50631,12754086,f
50632,12754104,f
50633,12754106,f
50634,12754115,f
50635,12754126,f
50636,12754143,f
50637,12754144,f
50638,12754145,f
50639,12754159,f
50640,12754214,f
50641,12754215,f
50642,12754226,f
50643,12754232,f
50644,12754249,f
50645,12754276,f
50646,12754285,f
50647,12754311,f
50648,12754331,f
50649,12754344,f
50650,12754354,f
50651,12754369,f
50652,12754371,f
50653,12754373,f
50654,12754381,f
50655,12754382,f
50656,12754386,f
50657,12754390,f
50658,12754395,f
50659,12754407,f
50660,12754410,f
50661,12754414,f
50662,12754423,f
50663,12754425,f
50664,12754447,f
50665,12754455,f
50666,12754468,f
50667,12754469,f
50668,12754471,f
50669,12754512,f
50670,12754540,f
50671,12754551,f
50672,12754615,f
50673,12754624,f
50674,12754632,f
50675,12754653,f
50676,12754654,f
50677,12754688,f
50678,12754692,f
50679,12754701,f
50680,12754729,f
50681,12754742,f
50682,12754760,f
50683,12754792,f
50684,12754814,f
50685,12754835,f
50686,12754846,f
50687,12754868,f
50688,12754892,f
50689,12754898,f
50690,12754938,f
50691,12754942,f
50692,12754955,f
50693,12754956,f
50694,12754971,f
50695,12754975,f
50696,12754977,f
50697,12754986,f
50698,12755006,f
50699,12755010,f
50700,12755038,f
50701,12755056,f
50702,12755058,f
50703,12755062,f
50704,12755076,f
50705,12755102,f
50706,12755104,f
50707,12755107,f
50708,12755124,f
50709,12755168,f
50710,12755174,f
50711,12755177,f
50712,12755191,f
50713,12755200,f
50714,12755203,f
50715,12755212,f
50716,12755215,f
50717,12755245,f
50718,12755264,f
50719,12755269,f
50720,12755293,f
50721,12755296,f
50722,12755301,f
50723,12755308,f
50724,12755324,f
50725,12755333,f
50726,12755346,f
50727,12755347,f
50728,12755391,f
50729,12755413,f
50730,12755414,f
50731,12755461,f
50732,12755463,f
50733,12755490,f
50734,12755518,f
50735,12755556,f
50736,12755570,f
50737,12755599,f
50738,12755606,f
50739,12755607,f
50740,12755624,f
50741,12755625,f
50742,12755673,f
50743,12755676,f
50744,12755683,f
50745,12755690,f
50746,12755699,f
50747,12755707,f
50748,12755717,f
50749,12755745,f
50750,12755757,f
50751,12755764,f
50752,12755770,f
50753,12755775,f
50754,12755789,f
50755,12755790,f
50756,12755807,f
50757,12755853,f
50758,12755861,f
50759,12755895,f
50760,12755897,f
50761,12755906,f
50762,12755915,f
50763,12755970,f
50764,12755976,f
50765,12755977,f
50766,12755981,f
50767,12755984,f
50768,12755990,f
50769,12755995,f
50770,12755997,f
50771,12756006,f
50772,12756009,f
50773,12756012,f
50774,12756015,f
50775,12756027,f
50776,12756042,f
50777,12756045,f
50778,12756046,f
50779,12756060,f
50780,12756067,f
50781,12756093,f
50782,12756110,f
50783,12756134,f
50784,12756160,f
50785,12756173,f
50786,12756175,f
50787,12756202,f
50788,12756206,f
50789,12756211,f
50790,12756213,f
50791,12756238,f
50792,12756248,f
50793,12756254,f
50794,12756257,f
50795,12756260,f
50796,12756264,f
50797,12756282,f
50798,12756291,f
50799,12756293,f
50800,12756298,f
50801,12756308,f
50802,12756309,f
50803,12756328,f
50804,12756372,f
50805,12756427,f
50806,12756434,f
50807,12756437,f
50808,12756477,f
50809,12756493,f
50810,12756499,f
50811,12756510,f
50812,12756547,f
50813,12756559,f
50814,12756565,f
50815,12756566,f
50816,12756571,f
50817,12756577,f
50818,12756593,f
50819,12756597,f
50820,12756603,f
50821,12756607,f
50822,12756611,f
50823,12756625,f
50824,12756638,f
50825,12756643,f
50826,12756649,f
50827,12756655,f
50828,12756666,f
50829,12756681,f
50830,12756686,f
50831,12756687,f
50832,12756692,f
50833,12756694,f
50834,12756710,f
50835,12756712,f
50836,12756725,f
50837,12756757,f
50838,12756773,f
50839,12756780,f
50840,12756783,f
50841,12756789,f
50842,12756807,f
50843,12756820,f
50844,12756826,f
50845,12756852,f
50846,12756879,f
50847,12756888,f
50848,12756902,f
50849,12756903,f
50850,12756916,f
50851,12756921,f
50852,12756922,f
50853,12756925,f
50854,12756929,f
50855,12756937,f
50856,12756944,f
50857,12756956,f
50858,12756973,f
50859,12756979,f
50860,12756990,f
50861,12756996,f
50862,12757000,f
50863,12757006,f
50864,12757022,f
50865,12757029,f
50866,12757036,f
50867,12757056,f
50868,12757064,f
50869,12757083,f
50870,12757087,f
50871,12757098,f
50872,12757111,f
50873,12757120,f
50874,12757126,f
50875,12757138,f
50876,12757144,f
50877,12757148,f
50878,12757166,f
50879,12757171,f
50880,12757194,f
50881,12757241,f
50882,12757251,f
50883,12757260,f
50884,12757264,f
50885,12757265,f
50886,12757267,f
50887,12757274,f
50888,12757283,f
50889,12757314,f
50890,12757322,f
50891,12757345,f
50892,12757354,f
50893,12757359,f
50894,12757360,f
50895,12757395,f
50896,12757399,f
50897,12757403,f
50898,12757409,f
50899,12757413,f
50900,12757429,f
50901,12757441,f
50902,12757457,f
50903,12757465,f
50904,12757489,f
50905,12757492,f
50906,12757494,f
50907,12757507,f
50908,12757559,f
50909,12757561,f
50910,12757576,f
50911,12757588,f
50912,12757600,f
50913,12757637,f
50914,12757652,f
50915,12757653,f
50916,12757654,f
50917,12757684,f
50918,12757686,f
50919,12757687,f
50920,12757702,f
50921,12757709,f
50922,12757728,f
50923,12757735,f
50924,12757749,f
50925,12757750,f
50926,12757752,f
50927,12757753,f
50928,12757774,f
50929,12757776,f
50930,12757777,f
50931,12757781,f
50932,12757792,f
50933,12757811,f
50934,12757814,f
50935,12757827,f
50936,12757833,f
50937,12757838,f
50938,12757859,f
50939,12757883,f
50940,12757887,f
50941,12757902,f
50942,12757915,f
50943,12757923,f
50944,12757924,f
50945,12757927,f
50946,12757944,f
50947,12757947,f
50948,12757958,f
50949,12757961,f
50950,12757969,f
50951,12757978,f
50952,12757992,f
50953,12758006,f
50954,12758017,f
50955,12758020,f
50956,12758021,f
50957,12758025,f
50958,12758047,f
